Time,Time Code,Country Name,Country Code,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]",Domestic general government health expenditure (% of GDP) [SH.XPD.GHED.GD.ZS],"Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Industry (including construction), value added (% of GDP) [NV.IND.TOTL.ZS]","Manufacturing, value added (% of GDP) [NV.IND.MANF.ZS]","Services, value added (% of GDP) [NV.SRV.TOTL.ZS]",People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total) [EN.ATM.PM25.MC.ZS]"
2015,YR2015,Burundi,BDI,60.217,30.6846972994222,2.4195447,7.10290956497192,11.7664286894227,8.67655378836353,49.3716359599916,59.5814707751426,100
2015,YR2015,Cabo Verde,CPV,74.62,6.4082863760272,3.17430472,4.80622005462646,14.6158909934146,4.94193017807392,67.1524928863825,85.3679901003518,100
2015,YR2015,Cambodia,KHM,69.873,20.1408488554582,1.34465146,1.7034615278244,31.4639051712341,22.4571002060738,42.2063048789912,71.4076002072769,100
2015,YR2015,Cameroon,CMR,59.658,17.2094159041593,0.36383638,2.65791988372803,25.0914880063978,14.3500581853268,49.5603216890022,65.9980474433756,100
2015,YR2015,Canada,CAN,81.8156097560976,1.86983594598587,7.60736179,4.7393798828125,24.4156825468916,9.9754225443394,67.0009977683349,99.2292213269659,0.725554041704435
2015,YR2015,Cayman Islands,CYM,..,0.378694095538705,..,..,7.00603829734849,0.831096148116317,87.4373696462074,95.7619631901841,..
2015,YR2015,Central African Republic,CAF,52.793,31.5273810283745,0.45585203,1.91022861003876,22.1252513485047,19.744921164342,43.231643579841,42.3113462015146,100
2015,YR2015,Chad,TCD,51.589,30.4630058696324,0.96198386,2.3428316116333,33.5847080630213,2.77829008341057,33.0397097636701,47.7824336445913,100
2015,YR2015,Channel Islands,CHI,81.433,..,..,..,..,..,..,..,..
2015,YR2015,Chile,CHL,79.746,3.70940427541167,4.01006603,4.90390014648438,27.880640410938,10.3988647878915,58.3447093592261,99.5064928801766,98.5762989258251
2015,YR2015,China,CHN,76.977,8.38701488219603,2.97190666,4.24201250076294,40.8413399694664,28.9516705787219,50.7716451484828,92.7063422881616,99.9999551645374
2015,YR2015,Colombia,COL,76.257,5.98042480849816,5.32889223,..,28.5894478881361,12.4008937581087,56.2155458237437,96.0614092543758,96.3381509958462
2015,YR2015,Comoros,COM,62.896,30.5986282117727,0.46612623,2.5450599193573,10.4084081560234,..,54.8995438267195,80.1319987781875,100
2015,YR2015,"Congo, Dem. Rep.",COD,58.49,18.3703885046444,0.62508768,2.17043995857239,41.7048638993049,17.1286572960911,33.1043748112619,36.3030975519295,100
2015,YR2015,"Congo, Rep.",COG,63.233,5.81058893116428,1.11883152,3.13882994651794,48.6789561936062,8.36764019343637,39.1611584474461,71.1495835987263,100
2015,YR2015,Costa Rica,CRI,79.086,4.74911042904841,5.51982641,6.87349987030029,19.9678784677773,11.6070817090569,67.2979590735582,99.2586047982486,99.9799860248742
2015,YR2015,Cote d'Ivoire,CIV,57.762,18.3620416868752,0.80445331,3.49412989616394,20.1215578301808,11.4305990168412,54.1326121734967,72.1952372438825,100
2015,YR2015,Croatia,HRV,77.2756097560976,2.96346586722837,5.56,4.96908521652222,20.3676183983865,12.7361539594217,59.3033892217431,..,100
2015,YR2015,Cuba,CUB,77.772,3.83575415916853,11.57496357,8.96333694458008,22.3538093576701,14.9087370083367,72.7584790113482,93.680024663775,99.9999999999811
2015,YR2015,Curacao,CUW,78.0756097560976,0.205941925848241,..,..,16.5035975776015,8.59755689142002,71.6404568427754,99.4977518475178,..
2015,YR2015,Cyprus,CYP,80.966,1.86798451841109,2.86,6.30491018295288,10.1909463210663,4.26012306069838,75.5176128959667,99.7885226504475,100
2015,YR2015,Czechia,CZE,78.5780487804878,2.25892571347988,6.18714857,5.75182008743286,33.515061761941,23.7339506123741,54.3330095169346,99.8800959139295,99.8282838822608
2015,YR2015,Denmark,DNK,80.7024390243902,0.908318060929302,8.72,7.01041460037231,19.5644428511085,12.484534308925,66.268123644985,100,75.1874411831808
2015,YR2015,Djibouti,DJI,61.957,1.05900752644099,1.70769882,3.59894990921021,11.3951494809576,2.73555807602599,80.2864982413037,75.787045749845,100
2015,YR2015,Dominica,DMA,68.727,14.0555757231214,3.25268769,3.40711998939514,12.5336474907362,3.98838348207864,58.6647853752423,95.4206560631659,100
2015,YR2015,Dominican Republic,DOM,72.953,5.4846959306391,2.36797523,3.6040027141571,28.4963681779993,14.7024478987904,59.0615032596238,95.3747469801697,99.9785982241453
2015,YR2015,Ecuador,ECU,76.789,8.02049629728797,4.38921881,5.10570001602173,28.0900423392523,14.2997317197965,57.6066295867738,93.0637815799392,99.3891695178291
2015,YR2015,"Egypt, Arab Rep.",EGY,70.483,11.3940610667634,1.58139753,3.93084812164307,36.6302015379086,16.6974449068966,53.1705469980756,98.6914116257754,100
2015,YR2015,El Salvador,SLV,71.814,5.52976674016479,4.80888462,3.90987992286682,25.2889295441979,16.3874932588795,60.0130385216637,95.236218443692,100
2015,YR2015,Equatorial Guinea,GNQ,60.103,1.88839087566802,0.55440164,..,59.1005872679086,17.8446575040216,39.1222153520914,64.178599499821,100
2015,YR2015,Eritrea,ERI,66.033,..,0.74046409,..,..,..,..,51.4650911306671,100
2015,YR2015,Estonia,EST,77.590243902439,2.80642152865051,4.94316053,5.14418983459473,23.1154851402023,13.6547460994623,60.7172758310752,99.8911870771644,0
2015,YR2015,Eswatini,SWZ,55.019,7.71805794544233,2.94745016,5.35494709014893,36.5984671373585,30.5674052347362,49.1632105375865,66.5257676585086,100
2015,YR2015,Ethiopia,ETH,63.649,36.0569753905786,0.96540898,5.15336132049561,16.2977936386153,4.4046191387627,39.5457091545031,41.506855299013,100
2015,YR2015,Faroe Islands,FRO,81.7926829268293,15.6643760466594,..,..,16.4855344459202,6.38390021366287,56.9192123347,100,..
2015,YR2015,Fiji,FJI,66.844,7.87162401371267,2.09847856,4.80931758880615,15.1712700020285,10.4961595864402,55.4372357396724,95.2442022172526,99.978648421315
2015,YR2015,Finland,FIN,81.4804878048781,2.06049706934612,7.58,7.03208017349243,23.3039316434498,14.8411928141889,60.9404734718733,100,0
2015,YR2015,France,FRA,82.3219512195122,1.50360116027898,8.28222084,5.44642734527588,17.236441547058,10.3199116417468,70.3090113135195,100,90.4121184733779
2015,YR2015,French Polynesia,PYF,82.354,3.22845890100068,..,..,10.8248430549639,5.09730941390893,75.8292424041396,100,..
2015,YR2015,Gabon,GAB,65.46,4.31162904410146,1.56549394,2.82435989379883,48.1836272968661,16.6870330418249,39.0291929804191,84.538735535926,100
2015,YR2015,"Gambia, The",GMB,62.494,22.2088860199147,0.99829203,2.19235181808472,17.1434530643603,6.34925434673243,51.8897873643178,81.5208646385111,100
2015,YR2015,Georgia,GEO,73.297,8.54206032187102,2.64,3.16487407684326,19.7698929026282,9.23868791246961,60.3920073520898,93.4832426680943,100
2015,YR2015,Germany,DEU,80.6414634146341,0.708829582097775,8.61353302,4.85515022277832,25.9152852721469,20.1508920324729,62.5608866851393,99.9999983056289,95.9525959398708
2015,YR2015,Ghana,GHA,63.175,19.9826505985758,1.5937742,3.68874549865723,31.1193795046839,11.0982995618487,40.515265169488,80.9541538675411,100
2015,YR2015,Gibraltar,GIB,80.427,..,..,..,..,..,..,100,..
2015,YR2015,Greece,GRC,81.0365853658537,3.82153798821664,4.73999214,3.66139006614685,14.4406143927451,8.2939794133625,70.0008977954844,100,99.9999999999784
2015,YR2015,Greenland,GRL,71.4790243902439,17.0377903864683,..,..,17.0467116297327,4.05976043488087,62.9358027334689,100,98.7535456326015
2015,YR2015,Grenada,GRD,75.013,7.42852685072365,1.93493712,4.23861026763916,12.3242889833279,3.41912092484175,66.7627566941068,95.6286504435547,100
2015,YR2015,Guam,GUM,76.616,..,..,..,..,..,..,99.6952,100
2015,YR2015,Guatemala,GTM,72.103,9.96700303156264,2.27820134,3.03032994270325,22.7375109396278,14.326328695069,61.4489919591481,92.0560918129617,100
2015,YR2015,Guinea,GIN,58.134,18.478241904135,0.42931107,2.51713991165161,26.3246416118291,12.1187356683819,45.5062249188801,62.8272632655667,100
2015,YR2015,Guinea-Bissau,GNB,59.128,35.1577785508063,0.53779858,..,12.9268475259906,8.85890712355589,45.109885029128,60.5565366633757,100
2015,YR2015,Guyana,GUY,68.201,25.4431214761023,2.35677791,3.89569997787476,24.7187387911341,5.9391007109179,44.1049709941423,93.5573128816329,99.9998086271857
2015,YR2015,Haiti,HTI,63.237,17.2198989989619,0.56089777,1.85497999191284,26.0556909416746,16.9685346386874,52.4407421977879,64.5674854749725,100
2015,YR2015,Honduras,HND,72.487,12.2159784468116,2.94796515,6.41297006607056,25.6499709386427,17.5431120239302,58.8330670461585,92.8820078727696,99.9988766711252
2015,YR2015,"Hong Kong SAR, China",HKG,84.2526829268293,0.0679653751855497,..,3.26212000846863,7.05801657854796,1.11396500825592,89.8369664926531,100,..
2015,YR2015,Hungary,HUN,75.5682926829269,3.78956364429984,4.65,4.49539995193481,26.3832312418632,20.215286547804,54.0817040067795,99.9705261412823,100
2015,YR2015,Iceland,ISL,82.4682926829268,5.29091434268492,6.52,7.4579701423645,20.0609398683861,10.7328454256169,64.3828169198234,100,11.9849547773209
2015,YR2015,India,IND,69.636,16.1745081068401,0.92,4.11499166488647,27.34739147794,15.5838545863713,47.7837481204463,89.1893092956283,100
2015,YR2015,Indonesia,IDN,69.699,13.4926435578886,1.15799773,3.58360004425049,40.0478624042506,20.9857874310206,43.3090809246806,88.6672494941837,96.142372495414
2015,YR2015,"Iran, Islamic Rep.",IRN,75.124,10.0916014141126,3.68877792,2.62911009788513,32.1747396532204,13.4507444091979,55.1819574554845,96.7851065376392,100
2015,YR2015,Iraq,IRQ,69.44,4.19186817517212,0.73074311,..,45.340288824262,2.1752084247609,51.2496561823717,94.2475945354167,100
2015,YR2015,Ireland,IRL,81.4536585365854,0.867861440205505,5.26673412,3.74868988990784,38.4033028786772,34.8578555737466,54.1681920913903,96.214981641015,2.71819083411953
2015,YR2015,Isle of Man,IMN,78.905,0.472320117585132,..,..,8.70677272502809,2.67986624173742,93.5700590923078,98.9288991935484,..
2015,YR2015,Israel,ISR,82.0512195121951,1.42406069017435,4.45,5.7976598739624,20.0148199713133,12.9187992083921,68.2305503395378,100,100
2015,YR2015,Italy,ITA,82.5439024390244,1.99152552817849,6.59,4.07362985610962,20.2895283210976,14.2623447666015,66.682063975246,99.9170340740928,96.7545739375126
2015,YR2015,Jamaica,JAM,72.394,6.30833589909362,3.55884409,5.45522022247314,19.2659776570983,7.95709044591207,61.8439009518117,90.4167982455884,100
2015,YR2015,Japan,JPN,83.7939024390244,1.03412007048647,9.04,3.31221008300781,28.5837114240167,20.4624703758492,69.7955308631099,98.9134664349345,88.6686504162249
2015,YR2015,Jordan,JOR,75.011,4.39226865861151,3.99459696,..,25.2328062594007,18.3616206146717,60.1407620756871,98.9124759274238,100
2015,YR2015,Kazakhstan,KAZ,71.97,4.71054741881579,1.92,3.33796977996826,30.8547873936113,10.2754093827734,59.297627869996,95.0253353861125,92.6415526035327
2015,YR2015,Kenya,KEN,61.892,19.4696147780528,1.92388499,4.9494514465332,18.8940456983605,9.97517981812866,56.1313780292221,58.1411638109897,100
2015,YR2015,Kiribati,KIR,66.059,22.9196559162101,6.84,12.1140003204346,14.7267735861681,4.55983213651231,60.1257555174693,71.3789331649567,99.9999995726362
2015,YR2015,"Korea, Dem. People's Rep.",PRK,72.784,..,..,..,..,..,..,95.2148804205921,100
2015,YR2015,"Korea, Rep.",KOR,82.0243902439024,2.00390779269061,3.71057963,4.45423984527588,34.1499356702728,26.6060357279078,55.5765055725491,99.4382201461927,100
2015,YR2015,Kosovo,XKX,78.922,7.67716823366887,..,..,26.9432328185615,13.2641680043945,46.6393323162549,..,..
2015,YR2015,Kuwait,KWT,79.562,0.537729005863466,3.57679915,..,55.9358456586362,6.97751003695985,58.4383547303547,100,100
2015,YR2015,Kyrgyz Republic,KGZ,70.6512195121951,14.0607643300857,2.71,6.96764755249023,25.0780623169816,14.0507756985422,52.1498322606782,88.0282482591756,99.1089483849592
2015,YR2015,Lao PDR,LAO,66.67,17.5877596970627,0.86391306,2.73689794540405,27.6933442499915,8.19005219527172,44.1689693992427,77.4605718115198,100
2015,YR2015,Latvia,LVA,74.4804878048781,3.55445018445087,3.32,5.28251981735229,19.7834567448988,10.8460810091263,64.1295120425511,98.5289621895309,92.2730865530648
2015,YR2015,Lebanon,LBN,79.229,3.28466326670943,3.37505221,..,15.7051846447457,8.04853930548165,73.8065438599639,91.012884308783,100
2015,YR2015,Lesotho,LSO,51.101,3.78190344669127,5.62011147,7.64250230789185,33.7385657003649,15.1330287921212,51.5336434103419,71.2930990924663,100
2015,YR2015,Liberia,LBR,59.148,34.4037544579447,1.20420825,2.11587476730347,16.8248454785241,..,44.5122901827187,72.1166658826897,100
2015,YR2015,Libya,LBY,71.698,4.3862973349324,..,..,34.8289693278703,4.14078951865904,72.4462059977024,97.2816151590346,100
2015,YR2015,Liechtenstein,LIE,82.6560975609756,..,..,..,37.2602648896845,..,..,100,..
2015,YR2015,Lithuania,LTU,74.3219512195122,3.43671864804715,4.29,4.2271900177002,26.9636978611038,17.2400398133433,59.2019719495734,96.6041391284408,99.5312152983186
2015,YR2015,Luxembourg,LUX,82.2926829268293,0.223732628740735,4.29,3.76792001724243,11.539623433831,5.47963197133244,79.7312744577697,99.92517284659,79.9792668255678
2015,YR2015,"Macao SAR, China",MAC,83.984,..,..,3.00247001647949,7.69596450454257,0.570740711910772,91.7218966495046,100,..
2015,YR2015,Madagascar,MDG,64.339,25.7433543337656,1.99010992,2.70418834686279,18.950884731327,8.50771119517862,50.7680550591088,48.077446714498,100
2015,YR2015,Malawi,MWI,61.378,22.9948363698368,1.89914215,3.44449663162231,17.556172133103,..,53.2072107130481,66.21842923585,100
2015,YR2015,Malaysia,MYS,75.094,8.28749992585653,2.03347373,4.70381021499634,38.4496697879603,22.2932974814824,52.0139839408985,97.0522072204615,93.5081780350891
2015,YR2015,Maldives,MDV,79.695,5.53360361810085,6.27,4.62230539321899,10.7232266023621,1.92794348282613,72.3765842983605,98.8142445978223,6.87120465177289E-08
2015,YR2015,Mali,MLI,58.363,37.2318329721504,0.91927379,3.80152010917664,18.0893918058157,12.9599274106217,37.2660625296056,73.3037291686006,100
2015,YR2015,Malta,MLT,81.8975609756097,0.941161442575349,5.41,5.02398014068604,12.090304685391,7.16143634059413,76.1293946507284,99.9999975971148,100
2015,YR2015,Marshall Islands,MHL,63.827,12.4228089275993,6.47802925,..,11.298856831791,3.17131192161132,75.7413718018508,86.6389747290043,99.9999988042643
2015,YR2015,Mauritania,MRT,64.485,20.6295456111909,1.41883922,2.82956600189209,22.7465105988095,7.43834550490809,46.4932179805674,65.5766976503204,100
2015,YR2015,Mauritius,MUS,74.3531707317073,3.07196343387118,2.31317115,4.75847005844116,19.1931790105859,13.008628390064,65.5311021152859,99.8236333743034,100
